GuestID,AllInclusive,VIP,RoomService,Dining,Retail,Spa,Entertainment,LoyaltyPoints,SurveyScore,DaysSinceEmail,Churned,SharedRoom,PromoCodeUsed,DaysSinceEmail_Decile
700844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1754,5,95,0,0,2,2
620527,0.0,0.0,1309.0,0.0,69.0,1.0,0.0,9907,3,112,0,0,0,3
222989,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2336,1,125,1,0,0,3
569556,0.0,0.0,4.0,1337.0,0.0,0.0,182.0,4460,5,235,0,0,2,6
564561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1646,1,281,1,0,0,7
511912,0.0,0.0,0.0,0.0,0.0,704.0,0.0,5245,5,243,0,0,2,6
544775,0.0,0.0,930.0,691.0,838.0,0.0,0.0,6599,4,18,0,0,1,0
870186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9675,3,331,0,0,1,9
760614,0.0,0.0,5711.0,0.0,2516.0,0.0,1370.0,8480,3,118,0,0,2,3
888843,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5865,2,259,0,0,1,7
492968,0.0,0.0,0.0,1347.0,0.0,1756.0,37.0,6757,4,271,1,0,2,7
432889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4105,1,40,1,0,2,1
205696,0.0,0.0,888.0,0.0,1.0,0.0,0.0,382,5,210,0,0,2,5
670505,0.0,0.0,,1.0,0.0,16.0,843.0,669,4,239,0,0,0,6
916743,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9348,2,221,1,0,0,6
959316,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7239,3,336,0,0,1,9
915095,0.0,0.0,610.0,,0.0,200.0,5.0,3658,5,79,0,0,1,2
104473,0.0,0.0,2048.0,0.0,2.0,848.0,0.0,8190,1,50,0,0,0,1
836073,0.0,0.0,,5998.0,0.0,4794.0,8.0,1355,2,5,0,0,2,0
690431,0.0,0.0,0.0,10.0,544.0,9.0,299.0,6259,5,117,0,0,1,3
515117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4958,3,20,1,0,2,0
185190,0.0,0.0,553.0,213.0,1733.0,0.0,6.0,6965,4,331,1,0,0,9
824534,0.0,0.0,0.0,0.0,0.0,0.0,791.0,6626,4,11,0,0,1,0
501511,0.0,0.0,558.0,0.0,386.0,355.0,0.0,8196,3,230,0,0,1,6
839965,0.0,0.0,211.0,594.0,2.0,493.0,62.0,8915,1,119,1,0,1,3
386029,0.0,0.0,,775.0,0.0,13.0,0.0,2063,3,27,1,0,2,0
752979,0.0,0.0,40.0,9012.0,0.0,111.0,551.0,346,5,260,1,0,1,7
176090,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6088,5,161,1,0,0,4
281331,0.0,0.0,0.0,537127.743869148,0.0,1814.0,1568.0,7479,5,72,0,0,2,1
431711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8943,4,130,1,0,0,3
369420,0.0,0.0,653.0,0.0,0.0,0.0,20.0,8260,3,231,0,0,1,6
329088,0.0,0.0,406.0,0.0,867.0,0.0,0.0,4016,2,232,1,0,0,6
634187,0.0,0.0,197.0,0.0,2401.0,0.0,0.0,8130,4,139,1,0,0,3
947811,0.0,0.0,0.0,3216.0,0.0,433.0,517.0,360,5,295,0,0,2,8
514618,0.0,,1998.0,0.0,13.0,370376.24321052700,0.0,1680,3,186,0,0,2,5
116216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7653,2,46,1,0,0,1
100740,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7066,4,134,1,0,1,3
878638,0.0,0.0,519.0,0.0,284.0,0.0,0.0,7090,2,243,0,0,2,6
631320,,0.0,223.0,0.0,630.0,14.0,0.0,4379,5,13,1,0,1,0
605228,1.0,0.0,0.0,0.0,0.0,0.0,0.0,94,1,154,1,0,0,4
566196,0.0,0.0,0.0,2532.0,0.0,204.0,0.0,1556,5,359,1,0,1,9
222566,0.0,0.0,665.0,76.0,,1478.0,0.0,3633,1,56,0,0,1,1
516363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,359,2,141,1,1,1,3
217229,0.0,0.0,760.0,2.0,2.0,,0.0,3395,3,77,0,0,2,2
609749,1.0,0.0,,0.0,0.0,0.0,0.0,4912,5,99,1,0,2,2
496091,0.0,0.0,1632.0,0.0,80.0,7.0,0.0,9535,1,149,0,0,1,4
985280,0.0,0.0,2484.0,136.0,42.0,0.0,0.0,1817,1,118,0,0,2,3
978677,0.0,0.0,0.0,478.0,71.0,11.0,162.0,6780,3,204,0,0,0,5
521983,,0.0,0.0,0.0,405953.9682806710,0.0,0.0,4714,5,267,1,0,0,7
269290,0.0,0.0,854.0,0.0,30.0,0.0,0.0,5305,5,52,0,0,1,1
873688,0.0,0.0,0.0,0.0,,0.0,0.0,6155,5,204,0,0,0,5
486896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3212,4,271,1,0,2,7
143928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3586,1,192,1,0,1,5
136547,0.0,0.0,29.0,0.0,1095.0,0.0,4.0,8961,2,185,0,0,1,5
254583,1.0,0.0,,0.0,0.0,0.0,0.0,4885,2,165,1,0,1,4
594726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4222,1,136,1,0,1,3
312117,0.0,0.0,397.0,,453280.23162366300,182.0,5.0,6304,3,287,0,0,0,7
248443,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8605,2,211,1,1,0,5
534079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7141,4,202,0,0,0,5
941496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9920,4,221,0,0,1,6
547520,0.0,0.0,1016.0,0.0,307.0,5.0,,8107,5,136,1,0,1,3
738389,0.0,0.0,73087.06186750220,554.0,0.0,299.0,0.0,5031,5,272,0,0,0,7
901384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1839,4,307,1,1,0,8
540934,0.0,0.0,0.0,58.0,0.0,0.0,642.0,1802,1,344,1,0,0,9
362514,0.0,0.0,,0.0,0.0,0.0,0.0,3672,4,90,1,0,2,2
336615,0.0,0.0,1406.0,0.0,0.0,11.0,0.0,2525,3,177,0,0,1,4
592506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6642,4,294,1,1,0,8
732926,0.0,0.0,0.0,581.0,226.0,74.0,0.0,4724,5,272,1,0,0,7
363507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1671,3,241,1,0,0,6
552747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7699,2,22,0,0,2,0
581620,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5840,3,64,0,0,1,1
375602,0.0,0.0,1186.0,0.0,381.0,3.0,173.0,8000,3,275,1,0,1,7
197333,0.0,0.0,649.0,0.0,622.0,0.0,0.0,4093,4,223,1,0,0,6
858269,1.0,0.0,0.0,590932.0086759990,,0.0,0.0,2413,4,58,1,0,2,1
934030,0.0,0.0,1724.0,0.0,0.0,1.0,0.0,9350,3,287,0,0,1,7
522547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8270,4,282,1,0,0,7
743182,0.0,0.0,0.0,,0.0,620.0,0.0,9609,5,229,0,0,1,6
564138,0.0,0.0,688.0,31.0,1880.0,0.0,,3498,4,222,0,0,2,6
942787,0.0,0.0,86.0,1164.0,516.0,433200.185092845,0.0,7151,2,168,1,0,2,4
277494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2901,2,279,0,0,1,7
409370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8229,1,171,1,1,2,4
640442,0.0,0.0,0.0,697.0,0.0,0.0,0.0,7623,2,301,1,0,1,8
807491,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1566,1,312,1,0,0,8
407408,0.0,0.0,14.0,583.0,310.0,0.0,0.0,6750,4,214,1,0,0,5
674451,0.0,0.0,0.0,0.0,5.0,1268.0,26.0,2795,5,346,0,0,2,9
175286,0.0,0.0,256.0,0.0,0.0,0.0,373.0,45,4,312,0,0,2,8
593703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4027,1,265,1,0,1,7
807443,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8441,3,296,1,0,0,8
168750,0.0,0.0,348.0,0.0,0.0,4.0,368.0,6315,2,12,0,0,1,0
312848,0.0,0.0,764.0,16.0,0.0,8.0,0.0,2160,2,320,0,0,2,8
860040,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9801,4,88,1,0,0,2
611377,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3556,5,138,1,0,1,3
240627,1.0,0.0,0.0,0.0,0.0,147704.37915189600,0.0,6278,1,364,0,0,2,9
803732,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7090,3,80,1,0,1,2
848635,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8183,3,171,1,0,1,4
620807,1.0,0.0,,0.0,0.0,0.0,248944.33107484300,2055,1,141,1,0,2,3
320454,0.0,0.0,126.0,0.0,127.0,11.0,1393.0,6713,4,216,0,0,0,5
950851,0.0,0.0,0.0,645.0,0.0,0.0,395.0,1153,2,80,1,0,0,2
701661,0.0,0.0,55.0,0.0,1503.0,0.0,0.0,316,2,238,1,0,2,6
192044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2322,3,218,1,0,0,5
475936,0.0,1.0,,11.0,0.0,2205.0,1295.0,3333,4,294,1,0,0,8
163037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1644,1,204,1,0,2,5
450549,0.0,0.0,0.0,666.0,0.0,0.0,58.0,3698,5,88,0,0,1,2
724828,0.0,0.0,71.0,0.0,242.0,393.0,0.0,8181,4,224,0,0,1,6
836338,0.0,0.0,13.0,6074.0,0.0,10385.0,299.0,3297,4,256,0,0,1,7
970020,0.0,0.0,0.0,863.0,0.0,17.0,0.0,6352,5,184,1,0,0,5
679850,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2275,3,239,1,0,0,6
407299,0.0,0.0,513.0,0.0,141516.87331397500,0.0,317.0,5372,3,134,0,0,1,3
772024,0.0,0.0,0.0,20.0,0.0,14.0,659.0,5780,1,259,0,0,1,7
989823,1.0,0.0,,0.0,0.0,0.0,0.0,2796,4,283,1,0,1,7
349800,0.0,1.0,1.0,10029.0,1.0,1679.0,27.0,2431,2,295,1,0,1,8
403214,0.0,0.0,9.0,776.0,4.0,0.0,2.0,4086,4,310,1,0,1,8
902639,0.0,0.0,2138.0,524479.1915380810,0.0,659.0,0.0,1602,3,29,0,0,0,0
259576,0.0,0.0,1.0,1.0,0.0,226.0,488.0,9093,2,301,0,0,1,8
631535,1.0,0.0,0.0,0.0,0.0,,0.0,7381,5,354,1,0,0,9
323161,,0.0,0.0,0.0,0.0,0.0,0.0,8498,5,219,1,0,1,5
856246,0.0,0.0,0.0,2834.0,0.0,414.0,558.0,9033,5,356,1,0,0,9
682160,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7800,5,178,1,0,0,4
731264,0.0,0.0,24.0,56.0,1.0,,468.0,5987,3,333,0,0,0,9
127146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3020,3,81,1,0,0,2
787232,0.0,0.0,0.0,0.0,2.0,672.0,10.0,6479,4,157,0,0,0,4
237532,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3729,4,97,1,0,0,2
749508,0.0,0.0,0.0,,947.0,668.0,1.0,6688,3,301,1,0,1,8
250074,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1303,4,95,1,0,1,2
327126,0.0,0.0,0.0,0.0,2102.0,0.0,0.0,8944,1,234,1,0,0,6
998602,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1962,2,13,1,0,0,0
797953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,103,5,85,1,0,2,2
457525,0.0,0.0,239249.11855384600,6050.0,0.0,662.0,920.0,6825,1,209,0,0,1,5
297765,0.0,0.0,508.0,0.0,0.0,57.0,243.0,2451,4,297,1,0,0,8
901184,0.0,0.0,0.0,118.0,5.0,0.0,761.0,2864,2,92,0,0,1,2
287219,0.0,0.0,1007.0,0.0,142.0,295.0,0.0,4839,2,105,0,0,2,2
471683,0.0,,0.0,0.0,0.0,0.0,0.0,390,3,218,0,0,0,5
966446,0.0,0.0,19.0,7316.0,0.0,0.0,1781.0,1673,1,227,1,0,1,6
476721,0.0,0.0,,3103.0,9.0,424.0,629.0,493,2,160,0,0,1,4
735491,0.0,0.0,886.0,0.0,0.0,0.0,21.0,5816,3,291,0,0,2,7
874079,0.0,0.0,21.0,0.0,874.0,226.0,0.0,9193,3,27,1,0,0,0
735462,0.0,0.0,171.0,2373.0,1.0,30.0,985.0,8616,2,158,0,0,2,4
645398,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4627,3,11,1,0,0,0
262690,0.0,0.0,320.0,36.0,5.0,0.0,640.0,921,2,205,0,0,2,5
906437,0.0,0.0,1.0,0.0,638.0,9.0,161.0,3184,5,135,0,0,0,3
466168,0.0,0.0,0.0,1738.0,0.0,19.0,0.0,6302,3,332,0,0,0,9
495431,0.0,0.0,,0.0,1.0,0.0,0.0,3665,5,10,0,0,2,0
820051,0.0,0.0,468.0,,163.0,0.0,0.0,3184,5,205,0,0,0,5
163572,,,0.0,0.0,0.0,0.0,0.0,8878,4,325,0,0,1,8
939559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3891,3,200,1,0,0,5
709099,1.0,0.0,0.0,0.0,0.0,0.0,375763.4164792590,3012,3,136,0,0,2,3
988656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5820,3,86,0,0,0,2
416906,0.0,0.0,0.0,1.0,0.0,739.0,0.0,8060,2,304,0,0,1,8
252288,1.0,0.0,0.0,0.0,0.0,,0.0,719,2,364,1,0,0,9
242561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1875,4,59,1,0,0,1
383173,0.0,0.0,14.0,614.0,0.0,160.0,0.0,4983,5,39,0,0,0,0
352390,,0.0,0.0,0.0,,0.0,0.0,3662,5,183,0,0,0,4
331708,0.0,1.0,1709.0,4.0,24.0,0.0,0.0,7081,4,111,0,0,2,3
397726,0.0,0.0,781.0,0.0,1.0,4.0,1.0,9098,4,134,0,0,2,3
501434,1.0,0.0,0.0,,0.0,0.0,0.0,3607,1,344,0,0,1,9
867418,0.0,0.0,0.0,,17.0,216.0,0.0,8449,2,238,1,0,0,6
574070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6619,5,192,1,0,0,5
409804,1.0,0.0,,0.0,0.0,0.0,0.0,1188,2,156,0,0,2,4
384827,0.0,0.0,,43.0,0.0,0.0,6.0,6461,1,78,0,0,1,2
321722,1.0,0.0,0.0,0.0,,303610.6182009280,0.0,1387,5,90,1,0,0,2
637395,0.0,0.0,1.0,,0.0,20.0,948.0,9636,4,118,0,0,2,3
239002,0.0,0.0,,,921.0,0.0,1.0,8234,2,278,0,0,0,7
476463,0.0,0.0,0.0,,977.0,0.0,5.0,1311,4,150,1,0,0,4
834274,1.0,0.0,0.0,0.0,,0.0,0.0,4536,5,193,0,0,2,5
164394,0.0,0.0,0.0,2506.0,0.0,1360.0,722.0,7322,5,295,0,0,2,8
367516,1.0,0.0,0.0,,0.0,0.0,0.0,3673,4,314,1,0,2,8
845032,0.0,0.0,40.0,4.0,9.0,318.0,1413.0,9378,3,26,0,0,0,0
284324,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5582,3,111,1,0,0,3
448529,0.0,0.0,5.0,1.0,7.0,0.0,895.0,4056,3,88,0,0,2,2
382774,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2283,3,144,1,0,0,3
636795,0.0,0.0,1581.0,,0.0,18.0,3051.0,8578,4,288,0,0,1,7
759969,0.0,0.0,410.0,2108.0,0.0,0.0,0.0,7155,1,263,1,0,1,7
245097,0.0,0.0,28.0,396.0,367.0,0.0,0.0,5585,4,257,0,0,2,7
741839,0.0,0.0,0.0,171.0,591.0,22.0,0.0,879,4,235,0,0,1,6
261461,0.0,0.0,2.0,3.0,1501.0,26.0,0.0,530,4,165,1,0,0,4
227278,0.0,0.0,374.0,1327.0,10.0,81.0,0.0,9637,4,18,0,0,2,0
959037,0.0,0.0,0.0,8766.0,15.0,149.0,223514.1318378720,8242,1,188,1,0,0,5
429832,0.0,0.0,0.0,0.0,0.0,0.0,909.0,6453,4,141,0,0,0,3
820155,0.0,0.0,218.0,0.0,2267.0,497.0,272360.2583549730,3528,5,343,0,0,2,9
460406,0.0,0.0,1037.0,0.0,40.0,0.0,0.0,1094,4,142,1,0,0,3
395203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,3,256,1,0,2,7
622256,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,2,57,1,0,0,1
972579,0.0,0.0,1.0,3935.0,0.0,146.0,0.0,586,2,114,1,0,2,3
277420,0.0,0.0,2224.0,,105.0,1.0,0.0,383,4,42,0,0,1,1
824472,1.0,0.0,141385.77456391700,0.0,0.0,0.0,0.0,22,1,195,0,0,0,5
377760,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1592,4,272,1,0,0,7
861771,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8968,5,338,0,0,0,9
543300,0.0,0.0,796.0,0.0,70.0,595.0,0.0,2887,3,310,0,0,0,8
518876,0.0,0.0,685.0,,0.0,0.0,,4765,3,99,0,0,0,2
587550,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1579,3,60,1,0,2,1
962922,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6517,4,131,0,1,1,3
916541,0.0,0.0,45.0,1096.0,148.0,1377.0,1.0,9781,1,12,0,0,1,0
877921,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9139,5,45,1,1,2,1
479573,1.0,0.0,0.0,0.0,0.0,0.0,,203,1,228,1,0,0,6
961417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9553,2,283,1,0,0,7
543122,0.0,,0.0,0.0,0.0,0.0,0.0,4543,2,168,0,0,1,4
128886,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3969,1,132,1,0,0,3
771876,0.0,0.0,298.0,0.0,888.0,5.0,0.0,3085,1,106,1,0,0,2
386003,0.0,0.0,145.0,8.0,557.0,0.0,74.0,7303,5,67,1,0,0,1
822248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7083,2,217,1,0,0,5
547531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5398,4,116,1,0,0,3
918049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1950,4,173,1,0,2,4
464216,0.0,0.0,697.0,0.0,612.0,0.0,0.0,4731,5,39,0,0,2,0
646979,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4588,5,210,1,0,0,5
580086,0.0,0.0,0.0,3126.0,0.0,112.0,15.0,8267,2,283,1,0,0,7
504726,0.0,0.0,0.0,429408.8011361590,0.0,2463.0,517.0,7185,4,228,0,1,2,6
154832,0.0,0.0,0.0,564.0,25.0,345673.3442514670,62.0,412,1,24,0,0,0,0
902890,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7632,5,103,1,0,1,2
104099,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7318,4,316,0,0,0,8
693979,0.0,0.0,331.0,0.0,0.0,318.0,0.0,6804,1,225,1,0,2,6
791905,0.0,0.0,0.0,1095.0,0.0,169.0,1226.0,6288,5,103,0,0,0,2
841676,,0.0,0.0,0.0,0.0,0.0,0.0,9508,3,134,1,0,0,3
878789,0.0,0.0,0.0,,0.0,214.0,50.0,7758,2,94,1,0,0,2
561029,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8051,5,364,1,1,1,9
678311,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4537,1,94,1,0,0,2
472331,0.0,0.0,,829.0,0.0,1.0,0.0,6476,5,148,1,0,0,4
709447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3691,4,275,1,0,0,7
402124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3786,3,242,1,0,1,6
320544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,585,5,359,1,0,2,9
404954,0.0,0.0,0.0,58.0,618.0,0.0,41.0,8531,3,316,0,0,2,8
453348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9484,3,208,1,0,0,5
599371,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3673,2,335,1,0,2,9
828536,,0.0,0.0,0.0,0.0,0.0,0.0,4298,1,62,1,0,0,1
858292,0.0,0.0,,4.0,0.0,175.0,0.0,1699,4,10,0,0,2,0
676495,0.0,0.0,0.0,8943.0,0.0,0.0,159.0,7242,1,315,1,0,0,8
135822,0.0,0.0,0.0,592.0,164.0,0.0,0.0,6699,1,7,1,0,0,0
760483,0.0,0.0,0.0,0.0,0.0,0.0,744.0,1917,3,236,0,0,0,6
358923,,0.0,625.0,0.0,2.0,0.0,0.0,6653,5,97,0,0,2,2
337026,0.0,1.0,256533.72355140600,11003.0,552.0,8157.0,5688.0,469,3,44,0,0,0,1
161495,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5493,1,173,1,0,0,4
854523,0.0,0.0,3030.0,79.0,0.0,0.0,0.0,2569,1,233,0,0,0,6
500522,0.0,0.0,303.0,70.0,151.0,565.0,199189.13499555200,5451,1,182,1,0,0,4
484925,0.0,0.0,20.0,0.0,11.0,0.0,848.0,776,3,195,0,0,2,5
303788,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3458,5,74,1,0,0,1
369104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1759,1,153,1,0,0,4
697506,0.0,0.0,93.0,0.0,469.0,0.0,0.0,3036,2,63,1,0,0,1
243151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7051,1,299,1,0,0,8
240533,0.0,0.0,1095.0,0.0,54.0,0.0,0.0,5127,3,344,0,0,2,9
488779,0.0,0.0,,0.0,648.0,0.0,0.0,4460,1,153,0,0,0,4
826326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2858,3,172,1,0,0,4
506375,0.0,,0.0,198.0,559.0,19.0,44.0,5368,4,212,1,0,0,5
375113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,556,2,186,0,0,0,5
257270,0.0,0.0,0.0,2.0,0.0,0.0,794.0,9369,1,171,0,0,2,4
389398,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9163,2,338,1,0,1,9
488382,0.0,0.0,40.0,716.0,1907.0,0.0,0.0,1205,1,277,1,0,0,7
964534,0.0,0.0,280.0,0.0,444.0,0.0,0.0,7149,1,256,0,0,2,7
551772,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5971,1,224,1,0,0,6
470407,0.0,,0.0,0.0,0.0,0.0,0.0,6871,4,351,1,0,2,9
484606,,0.0,0.0,0.0,0.0,0.0,0.0,156,3,7,1,0,0,0
915030,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5719,2,238,1,0,0,6
838124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6357,3,283,0,0,2,7
785346,1.0,,0.0,0.0,0.0,0.0,0.0,3633,2,215,1,0,0,5
833563,0.0,0.0,1962.0,0.0,1.0,641.0,0.0,7017,2,167,0,0,1,4
262216,0.0,0.0,0.0,4017.0,0.0,13.0,3147.0,3767,2,258,0,0,0,7
953411,1.0,0.0,0.0,0.0,,0.0,0.0,4566,4,211,1,0,0,5
191588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5680,3,303,1,0,0,8
318354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,129,2,157,0,0,0,4
957157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3389,3,278,1,0,2,7
762793,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5082,4,330,1,1,0,8
773606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7101,2,363,1,0,1,9
892335,,0.0,0.0,272269.26142179400,0.0,0.0,0.0,6855,1,325,1,1,0,8
349054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,912,4,230,1,0,0,6
627110,0.0,0.0,483.0,0.0,0.0,304.0,21.0,6911,2,292,1,0,0,7
402054,0.0,0.0,0.0,3680.0,0.0,1529.0,3854.0,1561,1,335,0,0,0,9
398552,0.0,0.0,0.0,5.0,0.0,108.0,1788.0,8704,2,274,0,0,1,7
330613,0.0,0.0,,0.0,0.0,0.0,0.0,3589,5,263,1,0,2,7
617936,0.0,0.0,0.0,,1519.0,0.0,4.0,1310,1,29,0,0,1,0
950102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8888,4,253,0,0,2,6
364518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3215,5,109,0,0,1,2
114300,,0.0,0.0,0.0,895.0,0.0,0.0,7398,2,145,1,0,2,3
512813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4755,1,319,1,0,0,8
464242,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9271,2,76,1,0,0,1
316100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9747,4,350,1,0,0,9
906230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4276,2,18,1,0,0,0
912636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2793,1,346,0,0,0,9
567324,1.0,0.0,0.0,0.0,,0.0,0.0,384,4,157,0,0,2,4
467444,1.0,,,0.0,0.0,0.0,463328.4926231130,4793,2,56,1,0,0,1
117406,1.0,0.0,,0.0,0.0,0.0,0.0,393,5,355,1,0,2,9
589916,0.0,0.0,121.0,10.0,341.0,307.0,47.0,5018,3,50,0,0,2,1
670960,0.0,0.0,,0.0,0.0,0.0,0.0,4193,2,248,0,0,0,6
510741,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5058,3,328,1,0,0,8
245207,0.0,0.0,176.0,0.0,2310.0,0.0,,229,3,246,1,0,0,6
800239,0.0,0.0,0.0,748.0,158.0,5037.0,44.0,3148,1,293,0,0,2,8
969179,0.0,0.0,0.0,630.0,0.0,71.0,0.0,6441,2,36,1,0,0,0
537512,1.0,0.0,,0.0,0.0,0.0,0.0,6752,1,164,0,0,0,4
275075,0.0,0.0,0.0,371.0,0.0,1701.0,21.0,3568,2,302,0,0,1,8
976399,0.0,0.0,691.0,0.0,10.0,561.0,25.0,3080,5,88,0,0,0,2
647474,1.0,,0.0,0.0,0.0,0.0,0.0,2988,4,147,1,0,1,3
310296,1.0,0.0,,,0.0,0.0,0.0,1944,5,177,1,0,1,4
545178,0.0,0.0,239.0,1.0,1048.0,0.0,0.0,3114,1,156,1,0,0,4
487337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8236,1,270,1,0,0,7
225016,0.0,0.0,0.0,82.0,3.0,0.0,718.0,517,2,280,0,0,1,7
312137,1.0,0.0,0.0,,0.0,0.0,0.0,1665,2,187,1,0,0,5
966968,0.0,0.0,530.0,,0.0,0.0,179.0,3565,4,23,0,0,1,0
746292,0.0,1.0,901.0,0.0,1698.0,0.0,0.0,5788,4,272,0,0,0,7
423538,1.0,0.0,0.0,339688.8315181780,0.0,0.0,0.0,9106,4,96,1,0,0,2
524550,0.0,0.0,733.0,0.0,1296.0,80.0,0.0,34,2,12,0,0,1,0
769390,0.0,0.0,1184.0,88.0,0.0,0.0,334.0,4807,4,198,1,0,2,5
264115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7883,1,349,1,0,2,9
817065,1.0,0.0,0.0,0.0,353554.84657126500,0.0,0.0,4867,2,67,1,0,0,1
892542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3387,5,4,1,0,1,0
375619,1.0,0.0,0.0,301620.8968902870,0.0,0.0,0.0,4790,1,43,1,1,1,1
706776,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4277,3,247,1,1,0,6
