GuestID,PromoCode,Region,AllInclusive,PackageType,VIP,RoomService,Dining,Retail,Spa,Entertainment,LoyaltyPoints,SurveyScore,DaysSinceEmail,BookingChannel,AgeGroup,ReferralSource,Churned,SharedRoom,RoomFloor,RoomNumber,RoomSide
596574,NoPromoCode,Americas,1,Relaxation,0,0,0,0,0,0,9579,1,153,Corporate,Middle,Google,1,0,G,199,S
375326,PromoB,Americas,0,Relaxation,0,0,51,0,2,706,9837,2,269,Phone,Senior,TripAdvisor,0,0,F,292,P
361877,PromoA,Americas,0,Relaxation,0,0,131,267,554,0,675,1,165,Mobile,Middle,YouTube,0,0,F,189,S
775196,NoPromoCode,Americas,1,Relaxation,0,0,0,0,0,0,5089,2,47,Phone,Middle,TV,0,0,G,133,S
291350,NoPromoCode,Americas,0,Wellness,0,807,0,0,0,40,9319,1,203,Corporate,Young,Facebook,1,0,G,915,S
285780,PromoB,Americas,0,Relaxation,0,776,0,4,0,23,9060,1,266,Website,Young,Email,0,0,F,414,S
517752,PromoB,Americas,0,Relaxation,0,0,0,14,785,10,8520,1,85,Mobile,Middle,Google,0,0,G,1275,S
143920,NoPromoCode,Americas,0,Relaxation,0,0,0,1677,65,62,8122,1,343,Website,Middle,Google,1,0,G,760,P
738311,PromoB,Americas,0,Relaxation,0,0,3,0,0,1099,5213,3,91,Mobile,Minor,Google,0,0,F,48,P
132392,PromoB,AsiaPacific,0,Relaxation,0,938,59,31,12,0,2990,1,276,Phone,Young,Facebook,0,0,F,429,S
313631,PromoA,AsiaPacific,0,Relaxation,0,105,0,1087,0,0,5156,3,274,Phone,Middle,Yelp,0,0,F,115,S
789429,PromoB,AsiaPacific,0,Relaxation,0,581,6,1,158,0,3518,4,350,TravelAgent,Senior,TripAdvisor,0,0,D,171,P
246250,NoPromoCode,Americas,0,Wellness,0,0,115,273,0,218,9851,5,92,Mobile,Young,Google,1,0,G,1079,S
542546,NoPromoCode,Europe,0,Relaxation,0,0,0,0,0,0,9078,5,74,Mobile,Minor,TripAdvisor,1,0,A,80,S
541266,PromoA,Americas,1,Wellness,0,0,0,0,0,0,2112,3,125,Phone,Young,Friend,0,0,G,260,S
330378,PromoB,Unknown,0,Relaxation,0,0,53,813,3,0,7443,5,187,Phone,Elderly,Instagram,0,0,F,1125,P
507849,PromoA,Americas,1,Relaxation,0,0,0,0,0,0,6185,1,71,Website,Minor,Friend,0,0,G,891,P
189200,NoPromoCode,Europe,0,Adventure,0,5,2676,13,0,157,8942,3,220,Mobile,Young,Facebook,1,0,C,76,S
365560,NoPromoCode,Americas,1,Relaxation,0,0,0,0,0,0,7430,4,76,Mobile,Middle,Facebook,1,0,G,130,S
464844,NoPromoCode,Europe,1,Adventure,0,0,0,0,0,0,9226,2,280,Website,Young,Google,1,0,C,319,S
498790,NoPromoCode,Americas,1,Relaxation,0,0,0,0,0,0,1100,1,181,Mobile,Young,Friend,1,0,G,1200,P
931320,PromoA,Europe,1,Relaxation,0,0,0,0,0,0,5663,4,273,Phone,Minor,Instagram,1,1,Unknown,0,Unknown
728595,NoPromoCode,Europe,1,Relaxation,0,0,0,0,0,0,2268,2,213,Phone,Elderly,Google,1,0,B,218,S
615291,NoPromoCode,Americas,0,Relaxation,0,0,53,0,744,0,6703,1,206,Phone,Middle,Email,0,0,F,572,S
850608,NoPromoCode,Europe,0,Relaxation,0,20,6807,3210,3538,2473,9017,1,166,Website,Senior,Friend,0,0,C,96,P
486276,NoPromoCode,AsiaPacific,0,Relaxation,0,878,0,430,0,0,6741,4,85,Corporate,Middle,Google,0,0,F,1059,P
174481,PromoB,Europe,0,Relaxation,1,0,0,0,80,654,2095,2,277,Website,Young,Facebook,1,0,C,76,P
975272,NoPromoCode,Europe,1,Adventure,0,0,0,0,0,0,9227,4,63,Corporate,Young,Magazine,1,0,B,297,P
134712,NoPromoCode,Europe,0,Adventure,0,708,2093,0,708,30,906,1,217,Website,Middle,Google,0,0,D,217,S
741739,NoPromoCode,Americas,0,Relaxation,0,0,0,1872,1,0,2542,5,359,Mobile,Young,Google,1,0,G,1500,S
410632,PromoB,Americas,0,Wellness,0,156,168,3,0,452,1174,4,360,Mobile,Middle,Billboard,1,0,E,284,S
170813,PromoB,Americas,0,Relaxation,0,0,1125,0,0,993,6233,4,150,Mobile,Young,Google,0,0,F,875,S
601932,NoPromoCode,Americas,1,Wellness,0,0,0,0,0,0,5287,5,158,Corporate,Minor,Radio,1,0,G,60,P
881553,NoPromoCode,Europe,0,Relaxation,0,0,2520,630,1,0,6713,1,104,TravelAgent,Middle,Yelp,1,0,B,183,S
726974,NoPromoCode,Americas,0,Relaxation,0,14,1186,305,12,9,8204,5,92,Corporate,Young,Facebook,1,0,E,527,P
560734,NoPromoCode,AsiaPacific,1,Relaxation,0,0,0,0,0,0,5567,4,351,Mobile,Young,Radio,0,0,E,21,S
408274,NoPromoCode,Europe,1,Relaxation,0,0,0,0,0,0,6758,1,353,Phone,Young,TripAdvisor,1,0,B,8,P
221213,PromoA,Americas,0,Relaxation,0,3,0,61,0,742,1520,4,135,Phone,Middle,Instagram,1,0,F,1414,P
567093,NoPromoCode,Americas,0,Relaxation,0,749,16,0,0,29,8611,3,66,Phone,Young,Facebook,0,0,F,1578,S
998995,PromoB,AsiaPacific,1,Relaxation,0,0,0,0,0,0,6903,4,291,TravelAgent,Young,Google,1,0,F,980,P
202521,NoPromoCode,Europe,1,Adventure,0,0,0,0,0,0,4482,2,265,TravelAgent,Minor,Newspaper,1,0,B,279,P
302048,NoPromoCode,AsiaPacific,1,Relaxation,0,0,0,0,0,0,2293,1,291,Corporate,Young,Twitter,1,0,E,586,P
611930,PromoB,AsiaPacific,0,Relaxation,0,300,5,642,0,0,55,3,9,Phone,Young,Instagram,0,0,E,387,S
873095,NoPromoCode,AsiaPacific,0,Relaxation,0,131,0,980,1,0,3187,1,317,TravelAgent,Minor,Podcast,1,0,F,770,P
575507,NoPromoCode,AsiaPacific,1,Adventure,0,0,0,0,0,0,7168,1,347,TravelAgent,Middle,Instagram,1,0,D,156,S
878546,PromoB,Americas,1,Wellness,0,0,0,0,0,0,299,4,280,TravelAgent,Minor,Google,1,0,G,716,S
173072,NoPromoCode,Europe,0,Adventure,0,717,641,2,1547,4828,4225,5,204,Mobile,Middle,TripAdvisor,0,0,C,163,P
518365,PromoB,Europe,0,Relaxation,0,0,946,270,2,3510,2874,2,326,Phone,Middle,Yelp,0,0,C,102,P
744454,PromoA,Americas,1,Relaxation,0,0,0,0,0,0,9805,3,225,TravelAgent,Unknown,Google,1,0,G,1145,S
217297,PromoB,Americas,0,Relaxation,0,227,0,16,733,159,768,5,213,TravelAgent,Elderly,TripAdvisor,0,0,G,533,P
838894,NoPromoCode,Americas,0,Relaxation,0,0,0,21,0,184,7936,4,34,Website,Young,Yelp,0,0,F,1362,S
471923,NoPromoCode,Americas,1,Wellness,0,0,0,0,0,0,6667,1,33,Website,Middle,TV,0,0,G,328,S
457564,NoPromoCode,Americas,1,Relaxation,0,0,0,0,0,0,8945,3,100,Mobile,Minor,Google,1,0,G,1150,S
937423,NoPromoCode,Americas,1,Adventure,0,0,0,0,0,0,129,1,254,Phone,Senior,Radio,1,0,G,458,P
854503,PromoB,Americas,0,Relaxation,0,0,0,185,584,0,5225,3,222,Corporate,Middle,Google,0,0,G,1237,S
755051,PromoA,Europe,0,Relaxation,0,0,0,0,2851,1478,5804,3,271,Phone,Senior,Yelp,0,0,C,178,P
927747,PromoA,Americas,1,Relaxation,0,0,0,0,0,0,340,4,179,Website,Young,TikTok,1,0,G,1360,S
815328,PromoB,AsiaPacific,0,Relaxation,0,257,0,782,8,3,4149,4,36,Website,Young,Friend,0,0,D,274,P
380590,PromoB,AsiaPacific,0,Relaxation,0,3458,0,216,0,0,6398,1,14,Phone,Minor,Facebook,0,0,F,1118,P
172629,NoPromoCode,Europe,1,Adventure,0,0,0,0,0,0,5344,5,104,Phone,Young,Instagram,1,0,A,7,S
576823,PromoB,AsiaPacific,1,Relaxation,0,0,0,0,0,0,8060,1,158,TravelAgent,Middle,Google,1,0,E,270,S
270761,PromoB,Europe,0,Relaxation,0,768,2804,0,130,139,611,2,126,Website,Middle,Instagram,1,0,C,116,P
362859,PromoB,AsiaPacific,1,Relaxation,0,0,0,0,0,0,1228,5,33,Corporate,Minor,Facebook,1,0,F,466,S
964524,NoPromoCode,Europe,1,Adventure,0,0,0,0,0,0,1468,2,74,Mobile,Middle,Instagram,1,0,A,14,P
734935,NoPromoCode,AsiaPacific,1,Relaxation,0,0,0,0,0,0,8587,5,24,Website,Senior,Google,1,0,F,435,P
313542,NoPromoCode,AsiaPacific,0,Relaxation,0,3702,0,1,0,18,6630,5,58,TravelAgent,Middle,Email,0,0,D,63,P
395981,PromoA,Europe,0,Adventure,0,0,5183,0,1080,2,5763,3,160,TravelAgent,Young,Google,1,0,B,83,S
921860,NoPromoCode,Americas,0,Relaxation,0,0,654,22,146,4,7516,4,211,TravelAgent,Unknown,Instagram,1,0,E,28,P
357515,PromoB,Americas,0,Relaxation,0,3,0,0,0,788,3805,4,202,Phone,Young,Yelp,0,0,E,72,S
374323,PromoB,Americas,0,Relaxation,0,177,0,7,0,448,1432,2,155,Corporate,Young,Facebook,0,0,F,401,S
794147,NoPromoCode,Europe,0,Relaxation,0,0,1644,0,0,3780,5167,2,28,Corporate,Young,Facebook,0,0,B,226,S
201466,NoPromoCode,AsiaPacific,1,Relaxation,0,0,0,0,0,0,1661,2,333,Mobile,Minor,Google,1,0,F,963,S
789787,NoPromoCode,AsiaPacific,1,Relaxation,0,0,0,0,0,0,8906,3,85,Mobile,Young,Google,1,0,F,1607,S
216828,NoPromoCode,Americas,1,NoPackage,0,0,0,0,0,0,9172,5,123,Phone,Young,LinkedIn,1,1,Unknown,0,Unknown
474403,PromoB,Americas,1,Relaxation,0,0,0,0,0,0,7252,5,15,Corporate,Young,Friend,0,0,G,1310,P
726641,NoPromoCode,Americas,1,Adventure,0,0,0,0,0,0,6460,4,246,Corporate,Minor,Facebook,0,0,G,199,S
195202,NoPromoCode,Europe,0,Relaxation,0,0,27,0,3573,3643,4830,1,294,Phone,Unknown,Email,0,0,C,85,P
349652,NoPromoCode,AsiaPacific,1,Adventure,0,0,0,0,0,0,6912,4,73,TravelAgent,Young,Pinterest,1,0,F,654,P
410925,NoPromoCode,Americas,0,Relaxation,0,44,1620,0,6,0,223,4,236,Corporate,Middle,Yelp,0,0,E,522,P
541875,PromoB,Americas,1,Relaxation,0,0,0,0,0,0,5811,2,262,Mobile,Minor,Podcast,0,0,G,186,S
871819,PromoA,Americas,1,Relaxation,0,0,0,0,0,0,1258,3,58,Corporate,Young,Friend,0,0,G,112,S
981370,NoPromoCode,Americas,0,Relaxation,0,0,0,0,1535,0,8140,1,325,Website,Young,Instagram,0,0,F,1722,P
824366,PromoB,Americas,0,Adventure,0,2614,0,103,0,0,4963,3,212,Corporate,Middle,Friend,0,0,F,957,P
165801,PromoB,Europe,0,Adventure,0,0,11441,0,4,5477,5131,1,216,Mobile,Young,Google,0,0,C,195,P
156433,NoPromoCode,Americas,0,Relaxation,0,0,196,0,0,784,8850,5,151,Phone,Minor,Magazine,0,0,F,783,P
180360,NoPromoCode,AsiaPacific,1,Relaxation,0,0,0,0,0,0,499,3,290,Phone,Senior,Email,1,0,F,712,S
143704,NoPromoCode,Americas,1,Relaxation,0,0,0,0,0,0,3824,4,176,Mobile,Senior,Google,1,0,Unknown,0,Unknown
605711,PromoA,Americas,1,Relaxation,0,0,0,0,0,0,7925,2,177,TravelAgent,Middle,Instagram,1,0,G,453,P
331401,NoPromoCode,Europe,1,Relaxation,0,0,0,0,0,0,5055,5,194,Mobile,Minor,Friend,1,0,B,300,P
622698,NoPromoCode,Americas,0,Wellness,0,0,0,1250,0,0,1608,2,147,TravelAgent,Young,Magazine,1,0,F,236,S
415170,NoPromoCode,Americas,0,Relaxation,0,0,9,2005,0,5,2593,1,109,Mobile,Young,Instagram,1,0,F,552,S
704595,PromoB,Americas,1,Relaxation,0,0,0,0,0,0,4992,2,149,TravelAgent,Senior,Google,1,0,G,1081,S
861894,NoPromoCode,Americas,0,Adventure,0,0,0,0,0,0,9565,4,202,Website,Minor,Magazine,1,0,G,1461,P
577581,NoPromoCode,Americas,0,Relaxation,0,386,190,266,489,0,5343,5,357,Phone,Middle,Email,0,0,F,271,S
917922,PromoA,Americas,1,Relaxation,0,0,0,0,0,0,3765,4,348,TravelAgent,Minor,TripAdvisor,0,0,G,178,S
259995,NoPromoCode,Europe,1,Relaxation,0,0,0,0,0,0,5741,1,343,TravelAgent,Young,Google,1,0,Unknown,0,Unknown
253140,PromoB,Europe,1,Relaxation,0,0,0,0,0,0,9546,2,233,Corporate,Minor,Instagram,1,0,C,247,P
202818,NoPromoCode,Americas,0,Relaxation,0,802,0,1,1,0,4541,4,147,Mobile,Young,Facebook,1,0,F,1778,S
141805,NoPromoCode,Americas,0,Relaxation,0,0,0,0,785,19,5544,4,146,Mobile,Senior,Google,0,0,F,394,S
858123,PromoB,Americas,0,Relaxation,0,0,476,249,177,0,5138,1,111,Phone,Minor,Magazine,0,0,F,1538,S
896659,NoPromoCode,Americas,0,Relaxation,0,0,1089,311,0,0,6158,5,112,Website,Young,Radio,1,0,F,1419,S
462788,PromoA,Americas,0,Relaxation,0,669,2667,0,0,9,6069,1,253,TravelAgent,Middle,Instagram,1,0,F,1418,P
661503,PromoB,AsiaPacific,0,Relaxation,0,0,0,0,0,0,4460,2,245,TravelAgent,Minor,Friend,1,0,F,1140,S
254834,NoPromoCode,Europe,1,Adventure,0,0,0,0,0,0,3499,4,97,Mobile,Middle,Facebook,1,0,B,117,S
927560,PromoB,Europe,1,Wellness,0,0,0,0,0,0,2400,3,287,Mobile,Young,TripAdvisor,1,0,C,293,S
387794,NoPromoCode,AsiaPacific,1,Relaxation,0,0,0,0,0,0,6860,3,216,Corporate,Young,Google,1,0,F,1522,S
735319,NoPromoCode,Americas,0,Relaxation,0,176,932,0,0,0,4743,2,355,Corporate,Middle,TV,0,0,F,992,P
334423,NoPromoCode,Europe,1,Adventure,0,0,0,0,0,0,5932,4,171,Phone,Middle,Twitter,1,0,B,166,P
333223,PromoB,Europe,0,Adventure,0,0,3238,0,750,2368,1574,1,173,Corporate,Young,Friend,0,0,B,125,P
808246,NoPromoCode,AsiaPacific,1,Relaxation,0,0,0,0,0,0,645,4,260,Phone,Minor,TikTok,1,0,F,1800,P
298729,PromoA,Unknown,0,Relaxation,0,2,0,5,1,962,7233,5,364,Website,Young,Yelp,0,0,F,1411,S
933971,PromoB,AsiaPacific,0,Relaxation,0,1219,0,1742,740,0,4477,4,96,Mobile,Middle,Friend,0,0,F,922,P
133497,NoPromoCode,Europe,0,Relaxation,0,0,1632,346,957,128,9236,4,285,Phone,Middle,Friend,0,0,D,270,S
255407,NoPromoCode,AsiaPacific,0,Relaxation,0,3481,0,1236,2,256,5906,4,292,Corporate,Young,Facebook,0,0,F,1306,S
908879,PromoB,Americas,0,Relaxation,0,163,0,661,32,0,5274,2,234,TravelAgent,Young,Instagram,0,0,F,301,S
806937,PromoB,Americas,0,Adventure,0,0,0,454,0,263,4470,4,157,Phone,Minor,TripAdvisor,0,0,F,358,P
626194,PromoA,Europe,1,Adventure,0,0,0,0,0,0,7745,1,1,Website,Young,Yelp,1,0,B,150,P
631673,NoPromoCode,Europe,0,Relaxation,0,10,609,2080,19,328,5331,2,0,Corporate,Middle,Google,1,0,E,454,P
339623,PromoB,AsiaPacific,0,Relaxation,1,1264,1787,36,473,337,2772,4,22,Phone,Middle,Email,0,0,D,254,S
812851,PromoA,Americas,0,Relaxation,0,55,597,49,0,1,3145,5,48,Phone,Minor,Facebook,0,0,F,27,P
968327,NoPromoCode,Americas,1,Adventure,0,0,0,0,0,0,4427,4,189,Website,Minor,Google,1,0,G,683,P
776713,PromoB,AsiaPacific,0,Relaxation,0,328,6153,0,26,820,7848,3,20,Phone,Middle,Pinterest,0,0,F,274,S
144631,PromoA,AsiaPacific,1,Relaxation,0,0,0,0,0,0,3573,2,50,TravelAgent,Minor,Facebook,1,0,F,1713,S
486756,PromoB,Americas,1,Relaxation,0,0,0,0,0,0,8126,3,213,TravelAgent,Minor,Google,1,0,G,1018,P
643216,PromoB,Europe,0,Adventure,0,454,19,0,0,3219,4866,1,47,TravelAgent,Minor,Radio,0,0,E,211,S
767564,PromoA,Europe,1,Relaxation,0,0,0,0,0,0,1630,1,257,Website,Young,Magazine,1,0,C,86,P
440899,PromoB,Europe,0,Relaxation,0,0,667,0,28,1362,1815,4,213,Website,Middle,Instagram,0,0,T,2,S
435438,PromoA,Americas,0,Wellness,0,0,0,687,0,65,4169,5,212,TravelAgent,Middle,Instagram,1,0,G,949,P
470512,PromoA,Americas,0,Relaxation,0,1300,0,0,0,1134,1046,1,364,TravelAgent,Young,TripAdvisor,0,0,F,325,P
548788,PromoA,AsiaPacific,0,Relaxation,0,913,4,596,1465,0,2479,1,189,Corporate,Middle,Email,0,0,D,121,S
409785,PromoA,Unknown,0,Adventure,0,0,1674,3,9,3554,7689,3,212,Corporate,Young,Google,0,0,B,213,P
292305,NoPromoCode,Europe,1,Relaxation,0,0,0,0,0,0,672,5,48,Mobile,Young,Google,1,0,B,9,S
406001,PromoB,Americas,1,Relaxation,0,0,0,0,0,0,1148,1,257,Phone,Middle,Instagram,1,0,G,501,P
863514,NoPromoCode,Americas,0,Relaxation,0,224,0,623,0,62,8336,1,86,Mobile,Middle,Friend,0,0,G,1460,P
667199,PromoB,Europe,0,Relaxation,0,0,370,0,2395,1638,2504,3,312,Phone,Senior,Friend,0,0,C,210,P
655551,PromoA,Unknown,1,Relaxation,0,0,0,0,0,0,2977,1,175,TravelAgent,Young,Instagram,1,0,F,1773,P
335276,PromoB,Europe,1,Adventure,0,0,0,0,0,0,6683,1,20,Phone,Middle,Google,1,0,C,26,S
862197,PromoB,AsiaPacific,0,NoPackage,0,1988,521,95,0,0,614,4,104,Mobile,Minor,Instagram,0,0,E,461,S
154526,NoPromoCode,Europe,0,Relaxation,0,1722,5063,0,87,920,4816,4,345,TravelAgent,Young,Friend,0,0,C,275,P
648653,PromoA,Americas,1,Wellness,0,0,0,0,0,0,8701,3,205,Corporate,Young,TikTok,1,0,G,677,P
711622,PromoA,AsiaPacific,1,Relaxation,0,0,0,0,0,0,2879,5,129,Mobile,Young,Podcast,1,0,F,1233,S
782870,NoPromoCode,Americas,0,Relaxation,0,676,0,0,0,40,2818,2,283,Mobile,Middle,Facebook,0,0,F,1528,S
204886,PromoB,Americas,1,Relaxation,0,0,0,0,0,0,1901,3,179,Website,Young,Email,0,0,G,190,P
360646,NoPromoCode,AsiaPacific,1,Adventure,0,0,0,0,0,0,7706,1,246,Corporate,Minor,TikTok,1,0,F,1888,P
537258,NoPromoCode,Americas,0,Wellness,0,4,0,223,512,1,9220,4,107,TravelAgent,Middle,TripAdvisor,0,0,F,833,P
686837,PromoA,Americas,1,Relaxation,0,0,0,0,0,0,5610,3,100,Website,Young,YouTube,1,0,G,137,S
303961,PromoA,AsiaPacific,1,Relaxation,0,0,0,0,0,0,1768,4,197,Phone,Young,Facebook,1,0,F,1293,P
712092,PromoB,AsiaPacific,0,Relaxation,0,403,0,922,0,0,8555,2,33,Corporate,Senior,Friend,1,0,F,525,P
260320,NoPromoCode,Americas,0,Adventure,0,7,751,0,38,0,4606,5,161,TravelAgent,Young,Podcast,1,0,F,986,S
297233,PromoA,Europe,0,Adventure,0,0,90,0,3282,11,8863,2,65,Phone,Middle,TripAdvisor,0,0,B,239,S
937692,PromoA,Americas,1,Relaxation,0,0,0,0,0,0,6447,2,223,Mobile,Minor,Google,1,0,G,71,S
365372,PromoB,Americas,0,Relaxation,0,0,0,1938,0,1,1749,2,240,Corporate,Young,Friend,1,0,F,11,S
130611,NoPromoCode,Europe,0,Relaxation,0,81,1125,481,505,1261,5560,2,273,Corporate,Middle,Friend,0,0,E,497,P
214705,PromoA,AsiaPacific,1,Relaxation,0,0,0,0,0,0,5857,1,84,Website,Elderly,Billboard,1,0,F,603,S
607554,NoPromoCode,Americas,1,Relaxation,0,0,0,0,0,0,266,1,114,Website,Middle,Radio,1,0,G,799,S
377649,NoPromoCode,Americas,0,Relaxation,0,668,79,0,0,1,915,4,29,Mobile,Young,TV,0,0,F,1661,P
654480,NoPromoCode,Americas,0,Relaxation,0,0,0,12,0,747,8481,2,119,Phone,Young,TripAdvisor,0,0,F,126,P
710576,NoPromoCode,Europe,0,Relaxation,0,0,3856,0,1,312,5178,3,47,Mobile,Senior,YouTube,1,1,Unknown,0,Unknown
852360,PromoB,Americas,0,Relaxation,0,766,38,0,0,0,9315,4,296,TravelAgent,Middle,Instagram,0,0,F,1111,P
777757,NoPromoCode,Europe,0,Adventure,0,0,3492,0,506,8,7660,1,37,Mobile,Minor,TV,1,0,C,258,P
769103,PromoB,Americas,0,Relaxation,0,1086,0,0,41,0,6836,4,353,Phone,Middle,Facebook,0,0,F,637,P
709943,PromoB,Europe,0,Adventure,0,0,100,0,1402,1462,7202,1,357,Mobile,Middle,Instagram,0,0,Unknown,0,Unknown
921322,PromoB,Europe,0,Relaxation,0,1040,2487,0,174,182,6726,3,153,TravelAgent,Young,Google,1,0,D,218,S
925200,NoPromoCode,Americas,1,Wellness,0,0,0,0,0,0,6807,2,46,TravelAgent,Young,Podcast,1,0,G,990,P
460298,NoPromoCode,Americas,0,Relaxation,0,558,63,0,0,0,2450,4,73,Corporate,Young,Email,0,0,G,1271,S
998988,PromoA,AsiaPacific,0,Relaxation,0,1233,0,527,0,0,2622,5,54,Website,Young,Facebook,0,0,F,1330,P
281544,NoPromoCode,Americas,0,Relaxation,0,0,0,2728,0,0,9269,5,77,TravelAgent,Minor,Google,1,0,F,1015,S
352527,NoPromoCode,Americas,0,Adventure,0,0,0,722,0,0,6284,3,42,Phone,Middle,Flyer,1,0,F,149,P
571898,NoPromoCode,Americas,1,Relaxation,0,0,0,0,0,0,4092,2,284,TravelAgent,Young,TikTok,1,0,G,830,P
164259,NoPromoCode,Americas,0,NoPackage,0,189,510,0,0,0,9037,5,342,TravelAgent,Young,Friend,1,0,E,105,S
110975,NoPromoCode,AsiaPacific,0,Relaxation,0,522,0,0,0,27,9901,4,2,TravelAgent,Young,Google,1,0,E,577,P
860767,PromoB,Americas,0,Relaxation,0,0,823,0,1168,14,3887,2,302,Website,Minor,TripAdvisor,0,0,F,1163,P
152021,PromoB,Americas,0,Adventure,0,0,0,0,0,0,1075,1,309,Mobile,Minor,TripAdvisor,0,0,G,636,P
655878,PromoA,Americas,0,Relaxation,0,1104,0,0,0,0,7576,1,225,Website,Senior,Friend,0,0,F,365,P
582132,PromoB,Europe,0,Relaxation,0,0,793,0,87,1567,3125,5,17,Corporate,Senior,TripAdvisor,0,0,C,262,P
794898,NoPromoCode,Americas,0,Relaxation,0,980,0,3,0,0,8000,3,355,Corporate,Young,Facebook,0,0,E,394,P
124378,PromoA,Americas,0,Relaxation,0,4119,0,0,0,61,2361,2,3,TravelAgent,Young,Radio,0,0,G,22,P
557311,NoPromoCode,Americas,0,Relaxation,0,174,282,321,8,0,3053,5,283,Website,Elderly,Instagram,1,0,G,1216,S
607061,PromoA,Europe,0,Adventure,0,0,1049,0,353,3235,1242,3,167,TravelAgent,Middle,TripAdvisor,0,0,E,608,S
127641,PromoA,Europe,0,Adventure,0,2386,841,76,26,1693,4189,1,171,Mobile,Middle,Email,0,0,C,42,P
200458,PromoB,Americas,0,Relaxation,0,0,86,0,252,570,4183,5,111,Phone,Unknown,Email,0,0,G,358,S
176604,PromoA,AsiaPacific,0,Adventure,0,1880,0,15,0,0,565,2,144,Phone,Minor,Instagram,0,0,E,440,S
569300,PromoA,Europe,0,Relaxation,0,0,914,0,2433,647,8446,4,36,Phone,Middle,Instagram,1,0,C,202,S
974355,PromoA,Americas,1,Adventure,0,0,0,0,0,0,6014,2,89,Mobile,Young,Friend,1,1,Unknown,0,Unknown
273711,PromoB,Americas,1,Adventure,0,0,0,0,0,0,7905,3,102,Website,Middle,Google,1,0,G,206,P
971883,PromoB,Americas,1,Wellness,0,0,0,0,0,0,7404,5,85,Website,Middle,Friend,1,1,Unknown,0,Unknown
889964,NoPromoCode,Americas,0,Wellness,0,0,0,0,0,907,2771,4,269,Corporate,Middle,Podcast,0,0,E,188,S
988300,PromoB,Americas,0,Adventure,0,834,1080,3,183,208,9167,5,56,Corporate,Minor,Pinterest,0,0,G,671,P
838012,NoPromoCode,Americas,0,Adventure,0,0,213,202,288,0,4025,1,61,Corporate,Elderly,Yelp,1,0,F,1238,S
184492,PromoB,Europe,0,Relaxation,0,0,577,0,5568,432,7508,2,107,Phone,Young,Billboard,0,1,Unknown,0,Unknown
648013,NoPromoCode,AsiaPacific,0,Relaxation,0,434,0,1434,0,0,6820,5,170,Website,Young,Google,0,0,F,64,S
403460,NoPromoCode,Americas,1,Relaxation,0,0,0,0,0,0,7437,2,150,Phone,Minor,TikTok,1,0,G,658,S
985162,PromoA,AsiaPacific,0,Relaxation,0,1448,0,150,0,0,597,5,292,Corporate,Middle,Google,0,0,F,755,S
893868,PromoA,Europe,0,Adventure,0,0,0,0,1308,4085,9918,1,182,Mobile,Middle,Friend,0,0,E,417,P
666438,PromoB,Americas,1,Relaxation,0,0,0,0,0,0,7505,1,184,Website,Young,Friend,0,0,G,698,P
972373,PromoA,Europe,0,Relaxation,0,0,490,1,2882,18,9740,1,128,Website,Elderly,Friend,0,0,A,37,P
895278,PromoB,Americas,1,Relaxation,0,0,0,0,0,0,4280,5,84,TravelAgent,Minor,Email,0,0,G,1350,P
475085,NoPromoCode,Americas,0,Relaxation,0,0,0,592,177,58,8315,4,34,Website,Young,Facebook,1,0,G,53,S
233300,PromoA,Americas,1,Relaxation,0,0,0,0,0,0,5157,5,88,Website,Minor,Facebook,1,0,G,615,P
242102,NoPromoCode,Americas,0,Adventure,0,0,833,381,0,12,2031,1,314,TravelAgent,Young,Google,1,0,F,1280,S
113865,NoPromoCode,AsiaPacific,0,Relaxation,0,984,1,921,0,0,6287,1,70,Mobile,Young,TripAdvisor,0,0,E,226,P
512274,PromoB,Americas,0,Relaxation,0,1177,2,0,0,1,5140,4,113,Phone,Middle,Friend,0,0,F,1083,P
716431,PromoA,AsiaPacific,0,Wellness,0,0,6,38,144,0,8804,4,176,TravelAgent,Young,Facebook,0,0,F,103,P
497103,NoPromoCode,Europe,1,Adventure,0,0,0,0,0,0,3994,5,297,Website,Young,Friend,1,1,Unknown,0,Unknown
337665,NoPromoCode,Europe,0,Adventure,0,0,7762,2,0,98,672,5,207,TravelAgent,Senior,Google,1,0,C,190,S
423452,PromoB,Europe,1,Adventure,0,0,0,0,0,0,4414,3,75,Phone,Young,TikTok,1,0,C,251,P
752096,NoPromoCode,Europe,1,Relaxation,0,0,0,0,0,0,3207,3,360,TravelAgent,Young,Google,1,0,B,133,P
598268,NoPromoCode,Europe,1,Adventure,0,0,0,0,0,0,5723,5,135,Phone,Senior,YouTube,1,0,C,200,S
790714,PromoB,Americas,0,Adventure,0,0,14,671,1,3,1849,5,172,Corporate,Middle,Facebook,0,0,F,438,S
577713,NoPromoCode,Americas,0,Wellness,0,90,4,0,7,588,4311,1,289,Mobile,Young,Magazine,0,0,F,1553,S
564624,PromoB,AsiaPacific,1,Relaxation,0,0,0,0,0,0,6798,1,129,Corporate,Minor,Pinterest,1,0,F,525,P
856117,PromoA,Americas,0,Adventure,0,1,299,1,380,13,4186,1,335,TravelAgent,Young,Billboard,0,0,F,251,S
122219,PromoA,Europe,1,Relaxation,0,0,0,0,0,0,3742,5,44,Mobile,Young,Podcast,1,0,B,224,P
