group,actual,predicted,p_churn,confidence,GuestID,PromoCode,Region,AllInclusive,PackageType,Age,VIP,RoomService,Dining,Retail,Spa,Entertainment,LoyaltyPoints,SurveyScore,DaysSinceEmail,BookingChannel,AgeGroup,ReferralSource,Churned,BookingYear,BookingMonth,BookingDayOfWeek,BookingIsWeekend,DaysSinceFirstBooking,RoomBuilding,RoomNumber,RoomSection,AgeKnown,RoomService_log,Dining_log,Retail_log,Spa_log,Entertainment_log,TotalSpend,TotalSpend_log,SpendCategories,PromoCode_missing,Region_missing,AllInclusive_missing
correct,1,1,0.9726931378487647,0.9726931378487647,293181,PromoB,AsiaPacific,1.0,Relaxation,47.0,0.0,0,0,0,0,0,8604,1,204,TravelAgent,Senior,Radio,1,2024,6,5,1,524,F,1233.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
correct,1,1,0.7219695380589629,0.7219695380589629,207777,PromoB,AsiaPacific,1.0,Relaxation,20.0,,0,0,0,0,0,9705,3,101,Website,Young,TripAdvisor,1,2024,5,3,0,494,F,520.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
correct,0,0,0.008932952784448361,0.9910670472155516,320742,PromoA,Europe,0.0,Relaxation,47.0,0.0,573,314,0,889,1090,575,5,242,Website,Senior,Friend,0,2023,2,0,0,36,E,524.0,P,1,6.352629396319567,5.752572638825633,0.0,6.7912214627261855,6.994849985833071,2866,7.96102146588337,4,0,0,0
correct,1,1,0.9500574230109966,0.9500574230109966,247693,PromoB,Europe,1.0,Adventure,25.0,0.0,0,0,0,0,0,284,1,149,Website,Young,Google,1,2023,4,6,1,91,B,90.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
correct,1,1,0.970221214278936,0.970221214278936,507077,PromoB,Europe,1.0,Relaxation,17.0,0.0,0,0,0,0,0,7522,3,277,TravelAgent,Minor,Instagram,1,2024,7,5,1,559,B,8.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
correct,0,0,0.12404344746986194,0.875956552530138,793968,PromoB,Americas,0.0,Adventure,,0.0,0,0,0,722,0,3647,1,343,Mobile,Middle,TV,0,2024,6,2,0,528,F,79.0,S,0,0.0,0.0,0.0,6.583409222158765,0.0,722,6.583409222158765,1,0,0,0
correct,1,1,0.9941568160346835,0.9941568160346835,936476,,Europe,1.0,Adventure,29.0,0.0,0,0,0,0,0,6448,1,48,TravelAgent,Young,Google,1,2024,8,0,0,582,C,21.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
correct,1,1,0.9737717041586701,0.9737717041586701,605228,,Americas,1.0,Relaxation,36.0,0.0,0,0,0,0,0,94,1,154,Phone,Middle,TV,1,2023,8,5,1,223,G,806.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
correct,1,1,0.6808130330049112,0.6808130330049112,530568,PromoA,Europe,0.0,Adventure,35.0,0.0,74,5082,0,893,1937,1376,1,24,TravelAgent,Middle,Facebook,1,2024,6,5,1,524,C,122.0,S,1,4.31748811353631,8.533656917446903,0.0,6.795705775173514,7.569411792450712,7986,8.985570498917388,4,0,0,0
correct,0,0,0.19844111024519914,0.8015588897548008,901235,PromoA,Americas,0.0,Relaxation,11.0,0.0,0,0,0,0,0,8284,5,325,Corporate,Minor,Yelp,0,2024,5,2,0,507,G,805.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
correct,0,0,0.23298263001031974,0.7670173699896803,483577,,Americas,0.0,Relaxation,33.0,0.0,673,194,548,59,40,6569,1,314,Website,Middle,Google,0,2023,5,4,0,138,F,396.0,P,1,6.513230110912307,5.272999558563747,6.3080984415095305,4.0943445622221,3.713572066704308,1514,7.323170717943469,5,1,0,0
incorrect,0,1,0.7339349289253275,0.7339349289253275,624921,,Americas,0.0,Relaxation,,0.0,0,840,123,0,20,2157,4,339,Corporate,Minor,Google,0,2023,6,6,1,175,E,253.0,P,0,0.0,6.734591659972948,4.820281565605037,0.0,3.044522437723423,983,6.891625897052253,3,1,0,0
incorrect,0,1,0.5053707689644408,0.5053707689644408,439339,,Americas,1.0,Relaxation,7.0,0.0,0,0,0,0,0,4710,5,197,Mobile,Minor,Email,0,2024,5,6,1,490,G,1498.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
incorrect,1,0,0.2431012283888794,0.7568987716111206,917888,PromoA,Americas,0.0,Relaxation,55.0,0.0,0,252,1,0,553,1903,1,47,Website,Senior,Google,1,2024,4,0,0,463,F,799.0,S,1,0.0,5.53338948872752,0.6931471805599453,0.0,6.317164686747284,806,6.693323668269949,3,0,0,0
incorrect,1,0,0.3679293502389977,0.6320706497610022,357168,,Americas,0.0,Relaxation,42.0,0.0,0,865,0,0,44,6758,1,26,TravelAgent,Middle,TripAdvisor,1,2024,12,1,0,716,G,248.0,S,1,0.0,6.763884908562435,0.0,0.0,3.8066624897703196,909,6.813444599510896,2,1,0,0
incorrect,1,0,0.3050550740574106,0.6949449259425894,578276,PromoA,Americas,0.0,Adventure,23.0,0.0,0,247,1063,36,0,1817,4,254,Phone,Young,TripAdvisor,1,2024,7,1,0,555,F,1690.0,S,1,0.0,5.5134287461649825,6.96979066990159,3.6109179126442243,0.0,1346,7.205635176410364,3,0,0,0
incorrect,0,1,0.8155910465343645,0.8155910465343645,671295,,Americas,0.0,Relaxation,14.0,0.0,360,0,2116,1,8,1259,3,214,Phone,Minor,Radio,0,2024,7,4,0,572,F,283.0,P,1,5.8888779583328805,0.0,7.6577552711348655,0.6931471805599453,2.1972245773362196,2485,7.818430272070656,4,1,0,0
incorrect,1,0,0.35777874915255414,0.6422212508474459,608716,,Americas,0.0,Relaxation,30.0,0.0,0,6,0,0,1435,1807,3,158,Website,Young,Facebook,1,2023,12,5,1,356,F,1340.0,S,1,0.0,1.9459101490553132,0.0,0.0,7.269616749608169,1441,7.273786317844895,2,1,0,0
incorrect,1,0,0.2622954381524065,0.7377045618475935,354336,PromoA,Americas,0.0,Relaxation,9.0,0.0,0,0,0,0,0,369,2,94,Mobile,Minor,Google,1,2024,12,3,0,704,G,1284.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,0,1,0.8151429218715591,0.8151429218715591,298719,PromoB,Europe,0.0,Relaxation,41.0,0.0,0,0,0,0,0,2650,3,329,Mobile,Middle,Yelp,0,2023,11,0,0,323,A,102.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,0,1,0.5346582038396407,0.5346582038396407,152562,PromoA,Americas,1.0,Relaxation,20.0,0.0,0,0,0,0,0,6900,4,329,TravelAgent,Young,TripAdvisor,0,2023,1,5,1,27,G,395.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,1,0,0.13590056692762126,0.8640994330723788,369211,,Americas,0.0,Adventure,33.0,,212,0,589,2,255,8413,2,103,TravelAgent,Middle,Friend,1,2024,1,3,0,368,G,682.0,P,1,5.3612921657094255,0.0,6.380122536899765,1.0986122886681098,5.545177444479562,1058,6.9650803456014065,4,1,0,0
incorrect,1,0,0.25480951285366304,0.745190487146337,911372,,AsiaPacific,0.0,Relaxation,47.0,0.0,214,0,1411,0,1229,4570,4,325,Mobile,Senior,Facebook,1,2024,2,6,1,420,F,9.0,P,1,5.3706380281276624,0.0,7.252762418053187,0.0,7.114769448366463,2854,7.956827122090111,3,1,0,0
incorrect,0,1,0.6622540009615063,0.6622540009615063,925720,,Americas,0.0,Wellness,11.0,0.0,0,0,0,0,0,2104,2,18,Mobile,Minor,Facebook,0,2024,5,2,0,486,G,505.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
incorrect,1,0,0.25932005330517394,0.7406799466948261,871443,PromoB,Europe,0.0,Adventure,28.0,0.0,2774,3392,3944,987,2774,2889,1,248,Website,Young,Facebook,1,2023,7,5,1,195,C,271.0,S,1,7.928406026180535,8.129469764784231,8.280204233279974,6.895682697747868,7.928406026180535,13871,9.537627699020323,5,0,0,0
incorrect,1,0,0.4560145798530041,0.5439854201469959,760059,PromoB,Americas,1.0,Relaxation,30.0,0.0,0,0,0,0,0,4349,3,105,Corporate,Young,Facebook,1,2023,12,0,0,337,G,515.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,1,0,0.10943291297951908,0.8905670870204809,303904,PromoB,Americas,0.0,Relaxation,31.0,0.0,198,0,591,0,164,1475,3,199,TravelAgent,Middle,Google,1,2024,7,3,0,550,G,63.0,P,1,5.293304824724492,0.0,6.3835066348840055,0.0,5.10594547390058,953,6.860663671448287,3,0,0,0
incorrect,1,0,0.22982087099635135,0.7701791290036486,159377,PromoB,Americas,1.0,Relaxation,4.0,0.0,0,0,0,0,0,7255,5,23,Phone,Minor,Google,1,2024,3,3,0,438,G,220.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,1,0,0.48197840346919957,0.5180215965308004,409370,PromoB,Americas,0.0,Relaxation,,0.0,0,0,0,0,0,8229,1,171,Phone,,Instagram,1,2024,7,3,0,571,,,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,1,0,0.43325018958698736,0.5667498104130126,365451,PromoB,Americas,0.0,Wellness,,0.0,0,165,661,0,0,6715,5,84,Website,,Google,1,2023,8,0,0,225,F,1370.0,P,0,0.0,5.111987788356544,6.495265555937008,0.0,0.0,826,6.717804695023691,2,0,0,0
incorrect,0,1,0.5911864389592679,0.5911864389592679,900740,PromoA,Americas,1.0,Relaxation,7.0,0.0,0,0,0,0,0,3066,3,312,TravelAgent,Minor,Pinterest,0,2024,3,5,1,447,G,1341.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,0,1,0.8951070360088923,0.8951070360088923,959752,,Americas,1.0,Relaxation,,0.0,0,0,0,0,0,9828,1,8,Mobile,Young,Podcast,0,2024,12,6,1,700,G,530.0,S,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
incorrect,0,1,0.5020187115256245,0.5020187115256245,292796,,Americas,0.0,Relaxation,8.0,0.0,0,0,0,0,0,8710,1,189,Mobile,Minor,Friend,0,2023,12,5,1,335,G,655.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
incorrect,0,1,0.5468143848093594,0.5468143848093594,775719,PromoB,Americas,1.0,Wellness,19.0,0.0,0,0,0,0,0,8702,1,145,Corporate,Young,Friend,0,2023,12,5,1,335,G,1377.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,1,0,0.37096517263513634,0.6290348273648636,605869,,Americas,0.0,Relaxation,40.0,0.0,51,0,1,368,509,2698,1,324,Phone,Middle,Facebook,1,2024,6,5,1,538,G,331.0,S,1,3.9512437185814275,0.0,0.6931471805599453,5.910796644040527,6.234410725718371,929,6.835184586147301,4,1,0,0
incorrect,0,1,0.637968003892247,0.637968003892247,214951,PromoA,Americas,1.0,Wellness,14.0,0.0,0,0,0,0,0,4461,2,253,Phone,Minor,Google,0,2024,5,2,0,493,G,734.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,0,1,0.6905694969607523,0.6905694969607523,856117,PromoA,Americas,0.0,Adventure,27.0,0.0,1,299,1,380,13,4186,1,335,TravelAgent,Young,Billboard,0,2024,8,5,1,580,F,251.0,S,1,0.6931471805599453,5.703782474656201,0.6931471805599453,5.942799375126701,2.6390573296152584,694,6.543911845564792,5,0,0,0
incorrect,0,1,0.5008784615424207,0.5008784615424207,216037,PromoA,Americas,1.0,Wellness,31.0,0.0,0,0,0,0,0,5969,4,189,Website,Middle,Instagram,0,2024,6,2,0,542,G,1154.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,0,1,0.6301645034044017,0.6301645034044017,402200,PromoA,Americas,1.0,Wellness,26.0,0.0,0,0,0,0,0,2700,3,31,Phone,Young,Yelp,0,2024,1,5,1,370,G,340.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,0,1,0.5161243836744837,0.5161243836744837,416006,,Americas,0.0,Relaxation,22.0,0.0,0,0,0,0,0,9121,3,78,TravelAgent,Young,Yelp,0,2024,12,6,1,714,G,202.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
incorrect,1,0,0.1485729878578008,0.8514270121421992,225954,,Americas,0.0,Relaxation,24.0,0.0,698,0,51,2,4,9958,2,288,Mobile,Young,Friend,1,2024,6,6,1,532,F,917.0,P,1,6.54965074223381,0.0,3.9512437185814275,1.0986122886681098,1.6094379124341003,755,6.628041376179533,4,1,0,0
incorrect,1,0,0.30627680386674555,0.6937231961332544,988371,PromoA,AsiaPacific,0.0,Relaxation,20.0,0.0,539,1269,38,0,0,6867,2,281,Phone,Young,TikTok,1,2024,1,6,1,392,F,299.0,P,1,6.29156913955832,7.146772179452637,3.6635616461296463,0.0,0.0,1846,7.52131798019924,3,0,0,0
incorrect,1,0,0.4263051606906606,0.5736948393093394,237532,,Americas,1.0,Wellness,57.0,0.0,0,0,0,0,0,3729,4,97,Phone,Senior,Friend,1,2024,1,0,0,386,G,145.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
incorrect,0,1,0.691402024456315,0.691402024456315,449111,PromoB,Americas,1.0,Relaxation,41.0,0.0,0,0,0,0,0,9428,3,168,Website,Middle,TripAdvisor,0,2024,6,5,1,524,G,589.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,1,0,0.3824557627480434,0.6175442372519566,816067,,Europe,0.0,Adventure,34.0,0.0,3551,1284,1865,90,0,2057,4,176,Website,Middle,Google,1,2024,6,3,0,543,B,81.0,P,1,8.17526610411206,7.158513997329321,7.531552381407289,4.51085950651685,0.0,6790,8.823353485113792,4,1,0,0
incorrect,0,1,0.515226191955954,0.515226191955954,883756,PromoA,Americas,0.0,Adventure,48.0,0.0,304,0,164,320,0,4254,4,213,Corporate,Senior,Google,0,2024,6,5,1,538,E,592.0,S,1,5.720311776607412,0.0,5.10594547390058,5.771441123130016,0.0,788,6.670766320845874,3,0,0,0
incorrect,0,1,0.7310620327642791,0.7310620327642791,466168,,Americas,0.0,Relaxation,49.0,0.0,0,1738,0,19,0,6302,3,332,Website,Senior,Facebook,0,2024,2,1,0,422,G,1268.0,P,1,0.0,7.461065514354283,0.0,2.995732273553991,0.0,1757,7.471932078245122,2,1,0,0
incorrect,0,1,0.6585822714050987,0.6585822714050987,750342,,Europe,0.0,Relaxation,33.0,0.0,443,317,0,148,1260,6995,2,179,Corporate,Middle,Yelp,0,2024,7,5,1,566,C,14.0,S,1,6.095824562432225,5.762051382780177,0.0,5.003946305945459,7.13966033596492,2168,7.682021510826875,4,1,0,0
incorrect,1,0,0.31953070551207724,0.6804692944879227,228852,PromoB,AsiaPacific,0.0,Relaxation,3.0,0.0,0,0,0,0,0,7881,3,227,Mobile,Minor,TripAdvisor,1,2024,6,4,0,537,E,475.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,1,0,0.34898318693417085,0.6510168130658291,226183,PromoA,Americas,1.0,Wellness,,0.0,0,0,0,0,0,4042,3,345,TravelAgent,Young,Instagram,1,2024,12,6,1,700,G,1358.0,P,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,1,0,0.14434735763467163,0.8556526423653283,998665,PromoB,Europe,0.0,Relaxation,50.0,0.0,3677,782,0,6,1168,7291,4,349,Corporate,Senior,Newspaper,1,2024,2,5,1,419,C,65.0,S,1,8.210124405164267,6.663132695990803,0.0,1.9459101490553132,7.063903961472068,5633,8.636574948436317,4,0,0,0
incorrect,1,0,0.4296998314252121,0.5703001685747879,707590,PromoA,Americas,1.0,Adventure,42.0,0.0,0,0,0,0,0,4968,2,342,Website,Middle,Podcast,1,2024,3,4,0,446,G,324.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,1,0,0.17477924248240717,0.8252207575175928,190507,,,0.0,Relaxation,43.0,0.0,1944,17,657,0,0,211,3,351,Mobile,Middle,TV,1,2024,8,3,0,599,F,1435.0,P,1,7.573017256052546,2.8903717578961645,6.489204931325317,0.0,0.0,2618,7.870547844507712,3,1,1,0
incorrect,1,0,0.255269547261346,0.744730452738654,862221,PromoB,AsiaPacific,0.0,Relaxation,18.0,0.0,196,0,744,0,0,3871,1,27,Phone,Minor,TV,1,2024,6,3,0,543,F,1636.0,P,1,5.2832037287379885,0.0,6.61338421837956,0.0,0.0,940,6.846943139585379,2,0,0,0
incorrect,1,0,0.491330623671336,0.508669376328664,620156,PromoB,Americas,1.0,Adventure,,0.0,0,0,0,0,0,6640,1,345,TravelAgent,,TripAdvisor,1,2023,5,2,0,136,G,646.0,P,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,0,1,0.5198394825595094,0.5198394825595094,922246,PromoB,,1.0,Adventure,18.0,0.0,0,0,0,0,0,406,2,183,TravelAgent,Minor,TV,0,2024,5,1,0,506,,,,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0
incorrect,1,0,0.4718875195236155,0.5281124804763845,770237,,Americas,0.0,Adventure,22.0,0.0,429,2,232,0,59,287,1,260,TravelAgent,Young,Facebook,1,2023,2,5,1,55,E,274.0,P,1,6.063785208687608,1.0986122886681098,5.4510384535657,0.0,4.0943445622221,722,6.583409222158765,4,1,0,0
incorrect,1,0,0.21272247040181283,0.7872775295981872,261900,PromoB,AsiaPacific,0.0,Relaxation,55.0,0.0,376,0,858,0,31,4021,3,242,Mobile,Senior,YouTube,1,2024,1,4,0,390,D,232.0,S,1,5.932245187448011,0.0,6.755768921984255,0.0,3.4657359027997265,1265,7.143617602704121,3,0,0,0
incorrect,0,1,0.7158456305913417,0.7158456305913417,313775,,Americas,1.0,Relaxation,1.0,0.0,0,0,0,0,0,3260,3,256,Website,Minor,Instagram,0,2024,9,0,0,617,G,602.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
incorrect,0,1,0.7274197010906516,0.7274197010906516,467681,,AsiaPacific,0.0,Relaxation,15.0,0.0,643,0,45,0,10,6828,1,160,Website,Minor,TikTok,0,2024,8,1,0,597,F,1077.0,S,1,6.467698726104354,0.0,3.828641396489095,0.0,2.3978952727983707,698,6.54965074223381,3,1,0,0
incorrect,0,1,0.5717114025214161,0.5717114025214161,958810,,Americas,0.0,,12.0,0.0,0,0,0,0,0,6898,4,13,Phone,Minor,TV,0,2024,1,3,0,368,G,805.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
incorrect,0,1,0.864905728685138,0.864905728685138,665640,,Europe,0.0,Relaxation,50.0,0.0,0,2684,0,153,1751,530,2,299,Mobile,Senior,YouTube,0,2023,8,0,0,232,C,94.0,P,1,0.0,7.895436006942965,0.0,5.0369526024136295,7.468513271496337,4588,8.431417414394833,3,1,0,0
incorrect,1,0,0.456775566155939,0.543224433844061,353280,,Americas,0.0,Relaxation,,0.0,125,874,0,180,1,5869,2,264,Website,Middle,Email,1,2024,2,0,0,414,F,1072.0,S,0,4.836281906951478,6.774223886357614,0.0,5.198497031265826,0.6931471805599453,1180,7.074116816197362,4,1,0,0
incorrect,1,0,0.4914959658510527,0.5085040341489473,470407,PromoB,Americas,0.0,Adventure,6.0,,0,0,0,0,0,6871,4,351,Website,Minor,YouTube,1,2023,2,3,0,32,G,1394.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,1,0,0.43571192014795557,0.5642880798520444,258849,,AsiaPacific,0.0,Relaxation,43.0,0.0,13,147,315,0,261,8999,3,75,Mobile,Middle,Facebook,1,2024,7,3,0,550,D,96.0,S,1,2.6390573296152584,4.997212273764115,5.755742213586912,0.0,5.568344503761097,736,6.602587892189336,4,1,0,0
incorrect,0,1,0.7748092099282693,0.7748092099282693,907929,,Americas,0.0,Relaxation,16.0,0.0,0,1,0,16,61,5055,2,56,Phone,Minor,TV,0,2023,6,5,1,153,F,1054.0,P,1,0.0,0.6931471805599453,0.0,2.833213344056216,4.127134385045092,78,4.3694478524670215,3,1,0,0
incorrect,0,1,0.6656654844116852,0.6656654844116852,640158,,Europe,0.0,Relaxation,40.0,0.0,2,76,0,201,70,9260,5,284,Mobile,Middle,Yelp,0,2024,8,4,0,600,C,165.0,S,1,1.0986122886681098,4.343805421853684,0.0,5.308267697401205,4.2626798770413155,349,5.857933154483459,4,1,0,0
incorrect,0,1,0.5319199657375902,0.5319199657375902,387332,,Europe,0.0,Relaxation,31.0,0.0,588,1261,0,228,6,5019,1,20,Phone,Middle,TV,0,2024,1,2,0,367,A,58.0,S,1,6.3784261836515865,7.140453043101158,0.0,5.43372200355424,1.9459101490553132,2083,7.642044402873258,4,1,0,0
incorrect,1,0,0.28609378364403876,0.7139062163559613,310619,PromoA,Americas,0.0,Wellness,22.0,0.0,141,16,0,177,336,5586,3,68,Phone,Young,TV,1,2023,2,3,0,39,F,873.0,S,1,4.955827057601261,2.833213344056216,0.0,5.181783550292085,5.820082930352362,670,6.508769136971682,4,0,0,0
incorrect,1,0,0.15902628064828703,0.840973719351713,919671,PromoB,Americas,0.0,Relaxation,20.0,0.0,0,0,0,703,0,6138,1,314,Corporate,Young,LinkedIn,1,2023,2,6,1,49,F,1059.0,S,1,0.0,0.0,0.0,6.556778356158042,0.0,703,6.556778356158042,1,0,0,0
incorrect,0,1,0.791928684573813,0.791928684573813,248215,,AsiaPacific,1.0,Relaxation,,0.0,0,0,0,0,0,2575,2,198,Phone,Middle,Google,0,2023,4,3,0,109,E,13.0,S,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
incorrect,1,0,0.06195117910303406,0.938048820896966,339027,PromoA,Americas,0.0,Relaxation,20.0,0.0,2215,0,0,86,0,8785,1,244,TravelAgent,Young,Google,1,2024,2,3,0,403,F,377.0,P,1,7.703459047867175,0.0,0.0,4.465908118654584,0.0,2301,7.741533589281828,2,0,0,0
incorrect,0,1,0.8148227038040481,0.8148227038040481,371932,,Europe,0.0,Relaxation,17.0,0.0,0,1339,26,244,15,1447,4,125,Corporate,Minor,Instagram,0,2024,8,2,0,605,C,209.0,P,1,0.0,7.200424892944957,3.295836866004329,5.501258210544727,2.772588722239781,1624,7.393263094763838,4,1,0,0
incorrect,1,0,0.02375746238043547,0.9762425376195645,432306,PromoA,Americas,0.0,Wellness,21.0,0.0,505,0,0,0,110,4064,5,304,Corporate,Young,Email,1,2024,1,4,0,369,F,1548.0,S,1,6.226536669287466,0.0,0.0,0.0,4.709530201312334,615,6.423246963533519,2,0,0,0
incorrect,1,0,0.16915471241848903,0.830845287581511,193515,PromoA,Europe,0.0,Relaxation,26.0,0.0,0,896,0,690,1,8233,4,153,TravelAgent,Young,Radio,1,2024,7,6,1,553,D,225.0,P,1,0.0,6.799055862058796,0.0,6.53813982376767,0.6931471805599453,1587,7.370230641807081,3,0,0,0
incorrect,1,0,0.3612757074775686,0.6387242925224315,932047,,AsiaPacific,0.0,Relaxation,19.0,0.0,2006,0,502,0,0,7544,4,119,TravelAgent,Young,Magazine,1,2024,12,5,1,713,D,193.0,P,1,7.604396348796338,0.0,6.220590170099739,0.0,0.0,2508,7.827639546366422,2,1,0,0
incorrect,0,1,0.7791696115339379,0.7791696115339379,889485,PromoA,Europe,0.0,Relaxation,35.0,0.0,0,725,3415,1035,1,2217,2,53,TravelAgent,Middle,Google,0,2024,2,2,0,409,D,158.0,S,1,0.0,6.587550014824796,8.13622555490846,6.943122422819428,0.6931471805599453,5176,8.551981016901902,4,0,0,0
incorrect,0,1,0.83426511784368,0.83426511784368,861771,,Americas,1.0,Relaxation,4.0,0.0,0,0,0,0,0,8968,5,338,Mobile,Minor,Instagram,0,2023,6,6,1,168,G,1433.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
incorrect,0,1,0.8364600850545296,0.8364600850545296,967906,PromoB,Americas,1.0,Relaxation,36.0,0.0,0,0,0,0,0,6730,5,317,Phone,Middle,Facebook,0,2024,8,5,1,580,,,,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,0,1,0.5391092767949667,0.5391092767949667,398076,PromoA,Americas,1.0,Relaxation,31.0,0.0,0,0,0,0,0,9650,3,299,Phone,Middle,Google,0,2024,1,3,0,389,G,23.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,0,1,0.7934291595503135,0.7934291595503135,960152,,Americas,1.0,Wellness,22.0,0.0,0,0,0,0,0,9842,1,200,Corporate,Young,Yelp,0,2024,3,0,0,428,,,,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
incorrect,0,1,0.6538471065107245,0.6538471065107245,745322,,AsiaPacific,1.0,Relaxation,51.0,0.0,0,0,0,0,0,1395,5,168,Phone,Senior,Facebook,0,2024,4,4,0,474,E,558.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
incorrect,0,1,0.8577025458122229,0.8577025458122229,574339,,Americas,0.0,Wellness,26.0,0.0,4,770,0,0,0,6935,4,164,TravelAgent,Young,Facebook,0,2024,12,5,1,713,G,216.0,S,1,1.6094379124341003,6.647688373563329,0.0,0.0,0.0,774,6.652863029353347,2,1,0,0
incorrect,0,1,0.870728238903798,0.870728238903798,782197,,Americas,1.0,Wellness,19.0,0.0,0,0,0,0,0,5986,2,318,Mobile,Young,Facebook,0,2024,1,4,0,376,G,679.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
incorrect,0,1,0.6678143322134014,0.6678143322134014,756861,,Americas,1.0,Wellness,2.0,0.0,0,0,0,0,0,1529,4,4,Website,Minor,Facebook,0,2024,11,4,0,670,G,109.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
incorrect,0,1,0.615185298785116,0.615185298785116,775537,PromoA,Americas,0.0,Wellness,20.0,0.0,163,571,82,0,0,5814,3,37,Corporate,Young,Twitter,0,2024,6,5,1,524,F,1812.0,P,1,5.099866427824199,6.349138991379798,4.418840607796598,0.0,0.0,816,6.705639094860003,3,0,0,0
incorrect,0,1,0.739058710543302,0.739058710543302,555286,PromoA,Americas,1.0,Relaxation,15.0,0.0,0,0,0,0,0,5770,4,5,Website,Minor,Google,0,2024,2,5,1,405,G,1320.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,0,1,0.5121195360019154,0.5121195360019154,405107,PromoB,Americas,1.0,Relaxation,7.0,0.0,0,0,0,0,0,2873,2,97,Corporate,Minor,Facebook,0,2023,8,2,0,220,G,114.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,1,0,0.276927985463627,0.7230720145363729,110975,,AsiaPacific,0.0,Relaxation,30.0,0.0,522,0,137,0,27,9901,4,2,TravelAgent,Young,Google,1,2024,12,5,1,720,E,577.0,P,1,6.259581464064923,0.0,4.927253685157205,0.0,3.332204510175204,686,6.532334292222349,3,1,0,0
incorrect,1,0,0.3524938823964754,0.6475061176035246,316507,PromoA,Americas,1.0,Relaxation,16.0,0.0,0,0,0,0,0,1950,1,102,Corporate,Minor,Friend,1,2024,7,6,1,560,G,261.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
